,departures_scheduled,departures_performed,payload,seats,passengers,freight,mail,distance,ramp_to_ramp,air_time,unique_carrier,airline_id,unique_carrier_name,region,carrier,carrier_name,carrier_group,carrier_group_new,origin_airport_id,origin_city_market_id,origin,origin_city_name,origin_country,origin_country_name,dest_airport_id,dest_city_market_id,dest,dest_city_name,dest_country,dest_country_name,aircraft_group,aircraft_type,aircraft_config,year,month,distance_group,class,data_source
4003,30.0,31.0,1159400.0,4650.0,4043.0,0.0,0.0,1117.0,5446.0,4713.0,B6,20409,JetBlue Airways,L,B6,JetBlue Airways,3,3,11164,31164,CTG,"Cartagena, Colombia",CO,Colombia,11697,32467,FLL,"Fort Lauderdale, FL",US,United States,6,694,1,2018,4,3,F,IU
4004,0.0,20.0,68000.0,180.0,126.0,66.0,290.0,40.0,509.0,417.0,H6,20336,Hageland Aviation Service,D,H6,Hageland Aviation Service,1,5,11492,31492,EEK,"Eek, AK",US,United States,10551,30113,BET,"Bethel, AK",US,United States,4,416,3,2017,11,1,F,DU
4005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,MW,21242,"Mokulele Flight Services, Inc.",D,MW,"Mokulele Flight Services, Inc.",1,5,12173,32134,HNL,"Honolulu, HI",US,United States,12758,32758,KOA,"Kona, HI",US,United States,4,416,1,2017,9,1,F,DU
4006,0.0,1.0,2400.0,9.0,6.0,83.0,4.0,51.0,20.0,16.0,8E,20331,Bering Air Inc.,D,8E,Bering Air Inc.,1,5,12822,32822,KTS,"Brevig Mission, AK",US,United States,15709,35709,WAA,"Wales, AK",US,United States,4,406,1,2019,8,1,F,DU
4007,25.0,25.0,750000.0,3750.0,3459.0,0.0,0.0,979.0,3644.0,3108.0,F9,20436,Frontier Airlines Inc.,D,F9,Frontier Airlines Inc.,3,3,15016,31123,STL,"St. Louis, MO",US,United States,14635,31714,RSW,"Fort Myers, FL",US,United States,6,698,1,2017,3,2,F,DU
4008,1.0,1.0,19092.0,70.0,64.0,0.0,832.0,613.0,129.0,80.0,YX,20452,Republic Airline,L,YX,Republic Airline,2,2,11618,31703,EWR,"Newark, NJ",US,United States,16085,36085,YHZ,"Halifax, Canada",CA,Canada,6,677,1,2018,4,2,F,IU
4009,2.0,2.0,23500.0,100.0,98.0,0.0,0.0,472.0,206.0,149.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,13871,33316,OMA,"Omaha, NE",US,United States,11292,30325,DEN,"Denver, CO",US,United States,6,629,1,2017,8,1,F,DU
4010,4.0,4.0,319020.0,0.0,0.0,75920.0,0.0,576.0,332.0,293.0,5X,19917,United Parcel Service,D,5X,United Parcel Service,3,3,15370,34653,TUL,"Tulsa, OK",US,United States,14730,33044,SDF,"Louisville, KY",US,United States,6,622,2,2017,1,2,G,DU
4011,12.0,12.0,90516.0,360.0,282.0,0.0,0.0,110.0,625.0,348.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,14262,34262,PSP,"Palm Springs, CA",US,United States,12892,32575,LAX,"Los Angeles, CA",US,United States,4,461,1,2015,5,1,F,DU
4012,120.0,120.0,4375600.0,16800.0,11855.0,10439.0,0.0,237.0,8701.0,5298.0,AA,19805,American Airlines Inc.,D,AA,American Airlines Inc.,3,3,15370,34653,TUL,"Tulsa, OK",US,United States,11298,30194,DFW,"Dallas/Fort Worth, TX",US,United States,6,655,1,2016,9,1,F,DU
4013,61.0,60.0,1572000.0,6000.0,5124.0,0.0,0.0,68.0,2121.0,1203.0,B6,20409,JetBlue Airways,D,B6,JetBlue Airways,3,3,15024,34945,STT,"Charlotte Amalie, VI",US,United States,14843,34819,SJU,"San Juan, PR",US,United States,6,678,1,2015,5,1,F,DU
4014,39.0,37.0,1714931.0,6623.0,4680.0,73.0,0.0,1023.0,6167.0,5214.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,11618,31703,EWR,"Newark, NJ",US,United States,14027,34027,PBI,"West Palm Beach/Palm Beach, FL",US,United States,6,634,1,2017,3,3,F,DU
4015,41.0,40.0,860080.0,3039.0,2320.0,0.0,0.0,1107.0,6794.0,5662.0,9E,20363,Endeavor Air Inc.,D,9E,Endeavor Air Inc.,2,2,13198,33198,MCI,"Kansas City, MO",US,United States,12953,31703,LGA,"New York, NY",US,United States,6,638,1,2016,8,3,F,DU
4016,99.0,99.0,2128698.0,7524.0,4817.0,0.0,0.0,551.0,9915.0,7581.0,9E,20363,Endeavor Air Inc.,D,9E,Endeavor Air Inc.,2,2,14814,30476,SHV,"Shreveport, LA",US,United States,10397,30397,ATL,"Atlanta, GA",US,United States,6,638,1,2019,9,2,F,DU
4017,0.0,1.0,34339.0,126.0,113.0,0.0,0.0,854.0,162.0,118.0,SY,20422,Sun Country Airlines d/b/a MN Airlines,D,SY,Sun Country Airlines d/b/a MN Airlines,2,2,14122,30198,PIT,"Pittsburgh, PA",US,United States,11973,31973,GPT,"Gulfport/Biloxi, MS",US,United States,6,612,1,2016,3,2,L,DU
4018,3.0,3.0,40500.0,150.0,57.0,0.0,0.0,441.0,346.0,234.0,EV,20366,ExpressJet Airlines LLC,D,EV,ExpressJet Airlines Inc.,3,3,10785,30785,BTV,"Burlington, VT",US,United States,12264,30852,IAD,"Washington, DC",US,United States,6,629,1,2018,11,1,F,DU
4019,1.0,1.0,44919.0,179.0,174.0,23.0,1082.0,2329.0,362.0,314.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,10821,30852,BWI,"Baltimore, MD",US,United States,12892,32575,LAX,"Los Angeles, CA",US,United States,6,634,1,2016,1,5,F,DU
4020,1.0,1.0,25500.0,99.0,94.0,0.0,0.0,122.0,66.0,28.0,AA,19805,American Airlines Inc.,D,AA,American Airlines Inc.,3,3,12323,32323,ILM,"Wilmington, NC",US,United States,14492,34492,RDU,"Raleigh/Durham, NC",US,United States,6,678,1,2016,3,1,F,DU
4021,16.0,16.0,553600.0,2288.0,1855.0,3974.0,0.0,759.0,1959.0,1700.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,12191,31453,HOU,"Houston, TX",US,United States,10140,30140,ABQ,"Albuquerque, NM",US,United States,6,612,1,2015,10,2,F,DU
4022,84.0,84.0,2761080.0,12514.0,9774.0,5346.0,0.0,432.0,7810.0,5972.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,11267,31267,DAY,"Dayton, OH",US,United States,10397,30397,ATL,"Atlanta, GA",US,United States,6,655,1,2019,9,1,F,DU
4023,8.0,8.0,356918.0,1464.0,1110.0,0.0,0.0,1717.0,1949.0,1791.0,SY,20422,Sun Country Airlines d/b/a MN Airlines,L,SY,Sun Country Airlines d/b/a MN Airlines,2,2,11244,31244,CZM,"Cozumel, Mexico",MX,Mexico,13487,31650,MSP,"Minneapolis, MN",US,United States,6,614,1,2019,2,4,F,IU
4024,10.0,10.0,344118.0,1280.0,997.0,0.0,0.0,1385.0,2259.0,1904.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,13930,30977,ORD,"Chicago, IL",US,United States,16257,30863,YYC,"Calgary, Canada",CA,Canada,6,698,1,2019,10,3,F,IU
4025,6.0,6.0,244320.0,960.0,929.0,1847.0,0.0,1389.0,1282.0,1110.0,DL,19790,Delta Air Lines Inc.,L,DL,Delta Air Lines Inc.,3,3,14739,32105,SDQ,"Santo Domingo, Dominican Republic",DO,Dominican Republic,10397,30397,ATL,"Atlanta, GA",US,United States,6,614,1,2016,1,3,F,IU
4026,13.0,13.0,1377113.0,0.0,0.0,813161.0,0.0,655.0,1540.0,1255.0,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,15304,33195,TPA,"Tampa, FL",US,United States,13244,33244,MEM,"Memphis, TN",US,United States,6,691,2,2017,8,2,G,DU
4027,33.0,33.0,115500.0,0.0,0.0,63380.0,0.0,102.0,1564.0,1336.0,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,12982,32982,LIH,"Lihue, HI",US,United States,12173,32134,HNL,"Honolulu, HI",US,United States,4,416,2,2019,6,1,G,DU
4028,16.0,16.0,56000.0,0.0,0.0,25878.0,0.0,207.0,1232.0,1114.0,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,10194,30194,AFW,"Dallas/Fort Worth, TX",US,United States,14814,30476,SHV,"Shreveport, LA",US,United States,4,416,2,2016,11,1,G,DU
4029,0.0,1.0,4569.0,10.0,1.0,0.0,0.0,1225.0,0.0,0.0,13Q,21437,Chartright Air Inc.,I,13Q,Chartright Air Inc.,0,0,13898,32467,OPF,"Miami, FL",US,United States,16271,36106,YYZ,"Toronto, Canada",CA,Canada,6,668,1,2019,9,3,L,IF
4030,0.0,31.0,2676018.0,6652.0,3960.0,100195.0,0.0,3981.0,0.0,0.0,SA,19570,South African Airways,I,SA,South African Airways,0,0,11332,31332,DKR,"Dakar, Senegal",SN,Senegal,12264,30852,IAD,"Washington, DC",US,United States,8,874,1,2015,5,8,F,IF
4031,9.0,9.0,456640.0,1703.0,1364.0,4992.0,4130.0,946.0,1532.0,1262.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,10721,30721,BOS,"Boston, MA",US,United States,10397,30397,ATL,"Atlanta, GA",US,United States,6,622,1,2017,4,2,F,DU
4032,0.0,1.0,3000.0,9.0,6.0,0.0,0.0,325.0,70.0,66.0,V8,20346,Iliamna Air Taxi,D,V8,Iliamna Air Taxi,1,5,12841,32841,KVC,"King Cove, AK",US,United States,10245,30245,AKN,"King Salmon, AK",US,United States,4,479,1,2017,6,1,L,DU
4033,0.0,1.0,21405.0,0.0,0.0,11826.0,0.0,1203.0,157.0,143.0,AMQ,20201,Ameristar Air Cargo,D,AMQ,Ameristar Air Cargo,1,4,13061,33038,LRD,"Laredo, TX",US,United States,12149,32149,HKY,"Hickory, NC",US,United States,6,635,2,2018,4,3,P,DU
4034,1.0,1.0,34600.0,143.0,131.0,0.0,0.0,1449.0,248.0,220.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,10994,30994,CHS,"Charleston, SC",US,United States,11292,30325,DEN,"Denver, CO",US,United States,6,612,1,2019,1,3,F,DU
4035,67.0,67.0,2318200.0,9581.0,7241.0,19627.0,0.0,356.0,5005.0,3746.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,10397,30397,ATL,"Atlanta, GA",US,United States,14492,34492,RDU,"Raleigh/Durham, NC",US,United States,6,612,1,2016,4,1,F,DU
4036,246.0,246.0,6445200.0,24600.0,19224.0,0.0,0.0,399.0,20178.0,15214.0,B6,20409,JetBlue Airways,D,B6,JetBlue Airways,3,3,11278,30852,DCA,"Washington, DC",US,United States,10721,30721,BOS,"Boston, MA",US,United States,6,678,1,2015,11,1,F,DU
4037,1.0,1.0,213390.0,0.0,0.0,30179.0,0.0,586.0,102.0,90.0,ABX,20453,ABX Air Inc,A,ABX,ABX Air Inc,2,2,12693,32693,KIN,"Kingston, Jamaica",JM,Jamaica,13303,32467,MIA,"Miami, FL",US,United States,6,625,2,2016,12,2,G,IU
4038,0.0,4.0,122219.0,584.0,229.0,0.0,0.0,1594.0,0.0,0.0,AC,19531,Air Canada,I,AC,Air Canada,0,0,11697,32467,FLL,"Fort Lauderdale, FL",US,United States,16085,36085,YHZ,"Halifax, Canada",CA,Canada,6,694,1,2015,12,4,F,IF
4039,3.0,3.0,103800.0,429.0,405.0,0.0,0.0,2057.0,962.0,853.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,14843,34819,SJU,"San Juan, PR",US,United States,13232,30977,MDW,"Chicago, IL",US,United States,6,612,1,2019,6,5,F,DU
4040,35.0,31.0,1072600.0,4433.0,3776.0,0.0,0.0,759.0,3616.0,3022.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,13204,31454,MCO,"Orlando, FL",US,United States,11278,30852,DCA,"Washington, DC",US,United States,6,612,1,2016,1,2,F,DU
4041,0.0,9.0,522000.0,0.0,0.0,39082.0,73101.0,1854.0,2165.0,1979.0,PFQ,20177,Asia Pacific,I,PFQ,Asia Pacific,1,1,12016,32016,GUM,"Guam, TT",US,United States,13162,33162,MAJ,"Majuro, Marshall Islands",MH,Marshall Islands,6,622,2,2018,3,4,P,IU
4042,3.0,3.0,51040.0,228.0,190.0,0.0,0.0,383.0,261.0,178.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,11433,31295,DTW,"Detroit, MI",US,United States,12264,30852,IAD,"Washington, DC",US,United States,6,638,1,2016,5,1,F,DU
4043,0.0,1.0,21500.0,0.0,0.0,8925.0,0.0,620.0,114.0,97.0,U7,20447,USA Jet Airlines Inc.,D,U7,USA Jet Airlines Inc.,2,2,16091,31295,YIP,"Detroit, MI",US,United States,13198,33198,MCI,"Kansas City, MO",US,United States,6,635,2,2016,8,2,P,DU
4044,154.0,155.0,5094850.0,23095.0,17492.0,23782.0,12393.0,226.0,10913.0,6378.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,10397,30397,ATL,"Atlanta, GA",US,United States,11057,31057,CLT,"Charlotte, NC",US,United States,6,655,1,2017,8,1,F,DU
4045,0.0,1.0,480900.0,0.0,0.0,0.0,0.0,3283.0,424.0,397.0,5Y,20007,Atlas Air Inc.,D,5Y,Atlas Air Inc.,3,3,12217,30255,HSV,"Huntsville, AL",US,United States,10299,30299,ANC,"Anchorage, AK",US,United States,8,819,2,2018,11,7,P,DU
4046,1.0,1.0,3500.0,0.0,0.0,448.0,0.0,462.0,332.0,326.0,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,13931,33667,ORF,"Norfolk, VA",US,United States,16634,36618,MQI,"Quincy, MA",US,United States,4,416,2,2015,8,1,G,DU
4047,0.0,4.0,9600.0,36.0,8.0,241.0,2.0,69.0,127.0,114.0,GV,20455,Grant Aviation,D,GV,Grant Aviation,1,5,11053,31053,CLP,"Clarks Point, AK",US,United States,10245,30245,AKN,"King Salmon, AK",US,United States,4,416,1,2019,4,1,F,DU
4048,49.0,49.0,1929500.0,7349.0,6748.0,100.0,0.0,651.0,5509.0,4406.0,US,20355,US Airways Inc.,D,US,US Airways Inc.,3,3,13495,33495,MSY,"New Orleans, LA",US,United States,11057,31057,CLT,"Charlotte, NC",US,United States,6,694,1,2015,5,2,F,DU
4049,17.0,17.0,588200.0,2431.0,1997.0,1616.0,0.0,1048.0,2522.0,2276.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,13198,33198,MCI,"Kansas City, MO",US,United States,15304,33195,TPA,"Tampa, FL",US,United States,6,612,1,2015,7,3,F,DU
4050,2.0,2.0,90000.0,354.0,314.0,0.0,0.0,1138.0,360.0,330.0,G4,20368,Allegiant Air,D,G4,Allegiant Air,3,3,10257,30257,ALB,"Albany, NY",US,United States,14112,33195,PIE,"St. Petersburg, FL",US,United States,6,694,1,2019,10,3,F,DU
4051,8.0,8.0,374980.0,1432.0,860.0,56.0,1155.0,403.0,699.0,476.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,13198,33198,MCI,"Kansas City, MO",US,United States,13930,30977,ORD,"Chicago, IL",US,United States,6,888,1,2019,10,1,F,DU
4052,60.0,60.0,1290120.0,4558.0,3396.0,0.0,0.0,529.0,6709.0,5444.0,9E,20363,Endeavor Air Inc.,D,9E,Endeavor Air Inc.,2,2,13931,33667,ORF,"Norfolk, VA",US,United States,11433,31295,DTW,"Detroit, MI",US,United States,6,638,1,2019,3,2,F,DU
4053,14.0,14.0,245440.0,1064.0,637.0,0.0,0.0,1162.0,3103.0,2538.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,14492,34492,RDU,"Raleigh/Durham, NC",US,United States,10423,30423,AUS,"Austin, TX",US,United States,6,638,1,2017,12,3,F,DU
4054,11.0,11.0,343200.0,1716.0,1490.0,0.0,0.0,694.0,1344.0,1026.0,G4,20368,Allegiant Air,D,G4,Allegiant Air,3,3,14122,30198,PIT,"Pittsburgh, PA",US,United States,12451,31136,JAX,"Jacksonville, FL",US,United States,6,698,1,2018,3,2,F,DU
4055,0.0,1.0,66960.0,149.0,141.0,0.0,0.0,1075.0,156.0,141.0,09Q,21161,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,09Q,"Swift Air, LLC",1,1,13230,32070,MDT,"Harrisburg, PA",US,United States,10185,30185,AEX,"Alexandria, LA",US,United States,6,619,1,2017,8,3,L,DU
4056,0.0,29.0,7632143.0,0.0,0.0,3824038.0,0.0,3603.0,11998.0,11304.0,5Y,20007,Atlas Air Inc.,I,5Y,Atlas Air Inc.,3,3,13694,33664,NGO,"Nagoya, Japan",JP,Japan,10299,30299,ANC,"Anchorage, AK",US,United States,8,819,2,2015,3,8,P,IU
4057,60.0,59.0,782500.0,2950.0,2694.0,0.0,0.0,723.0,7104.0,5713.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,13930,30977,ORD,"Chicago, IL",US,United States,10257,30257,ALB,"Albany, NY",US,United States,6,629,1,2016,5,2,F,DU
4058,52.0,49.0,625975.0,2450.0,1592.0,0.0,0.0,235.0,3789.0,2095.0,PT,20427,Piedmont Airlines,D,PT,Piedmont Airlines,1,6,11057,31057,CLT,"Charlotte, NC",US,United States,12223,32223,HTS,"Ashland, WV",US,United States,6,675,1,2018,9,1,F,DU
4059,4.0,4.0,60800.0,304.0,254.0,0.0,0.0,1199.0,775.0,693.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,10397,30397,ATL,"Atlanta, GA",US,United States,11292,30325,DEN,"Denver, CO",US,United States,6,673,1,2018,10,3,F,DU
4060,54.0,54.0,1922400.0,9612.0,8823.0,0.0,0.0,502.0,5334.0,4109.0,NK,20416,Spirit Air Lines,D,NK,Spirit Air Lines,3,3,11433,31295,DTW,"Detroit, MI",US,United States,12953,31703,LGA,"New York, NY",US,United States,6,694,1,2015,6,2,F,DU
4061,0.0,1.0,162000.0,0.0,0.0,54346.0,0.0,948.0,150.0,126.0,ABX,20453,ABX Air Inc,D,ABX,ABX Air Inc,2,2,11193,33105,CVG,"Cincinnati, OH",US,United States,13303,32467,MIA,"Miami, FL",US,United States,6,626,2,2019,4,2,P,DU
4062,0.0,23.0,126500.0,0.0,0.0,255.0,97074.0,442.0,2667.0,2355.0,H6,20336,Hageland Aviation Service,D,H6,Hageland Aviation Service,1,5,10299,30299,ANC,"Anchorage, AK",US,United States,12807,32807,KSM,"St. Mary's, AK",US,United States,4,405,3,2019,10,1,G,DU
4063,0.0,1.0,280917.0,0.0,0.0,21638.0,0.0,1360.0,217.0,170.0,5Y,20007,Atlas Air Inc.,I,5Y,Atlas Air Inc.,3,3,10911,30911,CCS,"Caracas, Venezuela",VE,Venezuela,13303,32467,MIA,"Miami, FL",US,United States,8,819,2,2015,4,3,P,IU
4064,39.0,39.0,1170000.0,5850.0,5409.0,0.0,0.0,862.0,5882.0,4874.0,F9,20436,Frontier Airlines Inc.,D,F9,Frontier Airlines Inc.,3,3,12266,31453,IAH,"Houston, TX",US,United States,11292,30325,DEN,"Denver, CO",US,United States,6,698,1,2016,2,2,F,DU
4065,1.0,1.0,23920.0,118.0,78.0,0.0,0.0,2390.0,280.0,260.0,UA,19977,United Air Lines Inc.,L,UA,United Air Lines Inc.,3,3,14832,34832,SJD,"San Jose del Cabo, Mexico",MX,Mexico,11618,31703,EWR,"Newark, NJ",US,United States,6,612,1,2015,3,5,F,IU
4066,22.0,22.0,818400.0,4092.0,3363.0,0.0,0.0,588.0,2064.0,1704.0,G4,20368,Allegiant Air,D,G4,Allegiant Air,3,3,14082,34082,PGD,"Punta Gorda, FL",US,United States,10431,30431,AVL,"Asheville, NC",US,United States,6,694,1,2019,7,2,F,DU
4067,2.0,2.0,38184.0,138.0,135.0,0.0,0.0,500.0,182.0,146.0,YX,20452,Republic Airline,D,YX,Republic Airline,2,2,12339,32337,IND,"Indianapolis, IN",US,United States,11278,30852,DCA,"Washington, DC",US,United States,6,677,1,2018,6,2,F,DU
4068,198.0,195.0,7870200.0,30470.0,27683.0,53960.0,73476.0,1846.0,48028.0,41981.0,AA,19805,American Airlines Inc.,D,AA,American Airlines Inc.,3,3,14771,32457,SFO,"San Francisco, CA",US,United States,13930,30977,ORD,"Chicago, IL",US,United States,6,614,1,2015,11,4,F,DU
4069,0.0,5.0,450615.0,1275.0,1125.0,49408.0,0.0,4614.0,0.0,0.0,LH,19554,Lufthansa German Airlines,I,LH,Lufthansa German Airlines,0,0,10397,30397,ATL,"Atlanta, GA",US,United States,11760,31760,FRA,"Frankfurt, Germany",DE,Germany,6,696,1,2019,12,10,F,IF
4070,0.0,3.0,10200.0,27.0,11.0,0.0,194.0,34.0,72.0,60.0,H6,20336,Hageland Aviation Service,D,H6,Hageland Aviation Service,1,5,13768,33768,NUL,"Nulato, AK",US,United States,11844,31844,GAL,"Galena, AK",US,United States,4,416,3,2018,11,1,F,DU
4071,115.0,114.0,3847661.0,17950.0,12476.0,4767.0,1373.0,1552.0,24442.0,21607.0,UA,19977,United Air Lines Inc.,L,UA,United Air Lines Inc.,3,3,12266,31453,IAH,"Houston, TX",US,United States,14838,34838,SJO,"San Jose, Costa Rica",CR,Costa Rica,6,614,1,2015,4,4,F,IU
4072,0.0,1.0,42500.0,173.0,0.0,0.0,0.0,289.0,70.0,55.0,GL,20402,Miami Air International,D,GL,Miami Air International,2,2,14122,30198,PIT,"Pittsburgh, PA",US,United States,12945,32945,LEX,"Lexington, KY",US,United States,6,614,1,2017,11,1,L,DU
4073,7.0,7.0,260400.0,1302.0,1194.0,0.0,0.0,519.0,669.0,527.0,F9,20436,Frontier Airlines Inc.,D,F9,Frontier Airlines Inc.,3,3,14492,34492,RDU,"Raleigh/Durham, NC",US,United States,15096,35096,SYR,"Syracuse, NY",US,United States,6,722,1,2019,8,2,F,DU
4074,79.0,78.0,2698800.0,11154.0,9032.0,16795.0,0.0,721.0,8894.0,7236.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,11259,30194,DAL,"Dallas, TX",US,United States,10397,30397,ATL,"Atlanta, GA",US,United States,6,612,1,2017,3,2,F,DU
4075,5.0,6.0,209160.0,744.0,616.0,0.0,0.0,956.0,866.0,757.0,AS,19930,Alaska Airlines Inc.,D,AS,Alaska Airlines Inc.,3,3,14747,30559,SEA,"Seattle, WA",US,United States,13891,32575,ONT,"Ontario, CA",US,United States,6,612,1,2015,5,2,F,DU
4076,0.0,5.0,6000.0,25.0,2.0,971.0,2089.0,77.0,209.0,188.0,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,10304,30304,ANI,"Aniak, AK",US,United States,14816,34816,SHX,"Shageluk, AK",US,United States,0,35,1,2019,7,1,F,DU
4077,27.0,28.0,837200.0,3080.0,2450.0,8623.0,13856.0,509.0,3091.0,2233.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,11433,31295,DTW,"Detroit, MI",US,United States,12478,31703,JFK,"New York, NY",US,United States,6,608,1,2017,4,2,F,DU
4078,0.0,2.0,4800.0,24.0,4.0,0.0,0.0,2552.0,724.0,678.0,27Q,21652,"Jet Aviation Flight Services, Inc.",D,27Q,"Jet Aviation Flight Services, Inc.",1,1,15167,35167,TEB,"Teterboro, NJ",US,United States,14831,32457,SJC,"San Jose, CA",US,United States,6,688,1,2019,11,6,L,DU
4079,16.0,17.0,706340.0,2810.0,2349.0,829.0,197.0,534.0,1735.0,1358.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,10397,30397,ATL,"Atlanta, GA",US,United States,12264,30852,IAD,"Washington, DC",US,United States,6,614,1,2016,4,2,F,DU
4080,78.0,78.0,3385200.0,13650.0,10473.0,0.0,0.0,1371.0,16079.0,14637.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,15016,31123,STL,"St. Louis, MO",US,United States,12889,32211,LAS,"Las Vegas, NV",US,United States,6,614,1,2016,2,3,F,DU
4081,0.0,1.0,35800.0,179.0,39.0,0.0,0.0,422.0,76.0,62.0,09Q,21161,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",1,1,12007,30894,GTR,"Columbus, MS",US,United States,11111,32474,COU,"Columbia, MO",US,United States,6,617,1,2018,1,1,L,DU
4082,1.0,1.0,51700.0,187.0,121.0,0.0,0.0,796.0,246.0,203.0,AA,19805,American Airlines Inc.,D,AA,American Airlines Inc.,3,3,11057,31057,CLT,"Charlotte, NC",US,United States,12915,31205,LCH,"Lake Charles, LA",US,United States,6,699,1,2017,1,2,F,DU
4083,1.0,1.0,35400.0,177.0,136.0,0.0,0.0,276.0,66.0,48.0,G4,20368,Allegiant Air,D,G4,Allegiant Air,3,3,12889,32211,LAS,"Las Vegas, NV",US,United States,10466,30466,AZA,"Phoenix, AZ",US,United States,6,694,1,2019,4,1,F,DU
4084,1.0,1.0,52300.0,176.0,17.0,110.0,0.0,632.0,101.0,85.0,US,20355,US Airways Inc.,D,US,US Airways Inc.,3,3,11697,32467,FLL,"Fort Lauderdale, FL",US,United States,11057,31057,CLT,"Charlotte, NC",US,United States,6,622,1,2015,6,2,F,DU
4085,113.0,1.0,38879.0,150.0,149.0,0.0,0.0,957.0,172.0,118.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,11433,31295,DTW,"Detroit, MI",US,United States,13204,31454,MCO,"Orlando, FL",US,United States,6,694,1,2016,2,2,F,DU
4086,1.0,1.0,20210.0,76.0,73.0,0.0,0.0,519.0,135.0,119.0,YV,20378,Mesa Airlines Inc.,D,YV,Mesa Airlines Inc.,2,2,10980,30980,CHA,"Chattanooga, TN",US,United States,11778,31778,FSM,"Fort Smith, AR",US,United States,6,638,1,2017,7,2,F,DU
4087,30.0,30.0,1492800.0,5801.0,5169.0,48069.0,0.0,2592.0,10710.0,10070.0,DL,19790,Delta Air Lines Inc.,A,DL,Delta Air Lines Inc.,3,3,12651,32651,KEF,"Keflavik/Reykjavik, Iceland",IS,Iceland,12478,31703,JFK,"New York, NY",US,United States,6,622,1,2018,9,6,F,IU
4088,10.0,10.0,179035.0,700.0,579.0,0.0,0.0,251.0,648.0,447.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,11292,30325,DEN,"Denver, CO",US,United States,11413,30285,DRO,"Durango, CO",US,United States,6,631,1,2015,4,1,F,DU
4089,0.0,1.0,5600.0,0.0,0.0,969.0,2113.0,51.0,27.0,21.0,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Arctic Transportation,1,5,12822,32822,KTS,"Brevig Mission, AK",US,United States,15709,35709,WAA,"Wales, AK",US,United States,4,412,2,2016,3,1,G,DU
4090,10.0,10.0,356100.0,1400.0,1164.0,363.0,674.0,918.0,1504.0,1234.0,AA,19805,American Airlines Inc.,D,AA,American Airlines Inc.,3,3,11298,30194,DFW,"Dallas/Fort Worth, TX",US,United States,12451,31136,JAX,"Jacksonville, FL",US,United States,6,655,1,2018,9,2,F,DU
4091,0.0,1.0,1950.0,9.0,1.0,0.0,0.0,62.0,20.0,16.0,8E,20331,Bering Air Inc.,D,8E,Bering Air Inc.,1,5,15794,35794,WMO,"White Mountain, AK",US,United States,13873,33873,OME,"Nome, AK",US,United States,1,194,1,2017,12,1,L,DU
