crs_dep_time,crs_arr_time,crs_elapsed_time,flights,distance,orig_weather_categ,dest_weather_categ,year,month,day,dep_time_of_day,arr_time_of_day,orig_region,dest_region,mean_arr_delay_orig_airport,mean_arr_delay_dest_airport,mean_arr_delay_carrier
1200,1320,80.0,1.0,196.0,0,0,2019,12,24,2,2,0,2,4.0,6.31640625,8.24934929724102
1830,2140,190.0,1.0,1065.0,3,0,2019,3,25,3,1,8,1,12.975961538461538,11.274809160305344,9.975708502024291
615,730,135.0,1.0,813.0,3,0,2019,8,12,0,0,2,8,2.3117647058823527,3.0833333333333335,3.9402271368798565
535,855,200.0,1.0,1121.0,0,1,2019,1,4,0,0,9,1,8.71359223300971,6.5423728813559325,12.312328767123288
600,704,64.0,1.0,184.0,0,0,2018,7,19,0,0,8,6,8.6875,5.1256830601092895,5.078223270440252
2320,2350,90.0,1.0,551.0,1,0,2018,6,28,1,1,2,8,20.82941176470588,-2.0694444444444446,3.9402271368798565
1140,1245,125.0,1.0,528.0,1,0,2019,11,12,0,2,8,2,-12.875,6.31640625,5.078223270440252
1302,1413,131.0,1.0,607.0,0,1,2018,5,21,2,2,8,2,1.7333333333333334,6.31640625,8.24934929724102
1300,1657,177.0,1.0,1162.0,0,1,2019,9,13,2,2,4,2,2.4285714285714284,6.31640625,8.24934929724102
937,1033,56.0,1.0,107.0,0,0,2018,4,22,0,0,8,9,10.8,9.606741573033707,5.078223270440252
2320,550,330.0,1.0,2345.0,0,0,2018,6,14,1,0,7,5,-11.703703703703704,12.547231270358306,5.078223270440252
720,730,70.0,1.0,283.0,0,1,2019,9,28,0,0,3,2,2.0307692307692307,8.442477876106194,3.9402271368798565
1820,1955,95.0,1.0,406.0,1,1,2018,8,5,3,3,2,1,2.3117647058823527,0.3163265306122449,3.9402271368798565
1940,2106,86.0,1.0,315.0,0,0,2019,4,9,3,1,3,3,8.521739130434783,-9.0,8.24934929724102
1230,1432,122.0,1.0,594.0,1,0,2019,6,1,2,2,3,1,11.366071428571429,-0.040169133192389,3.8531746031746033
1632,1836,184.0,1.0,1011.0,0,2,2019,10,13,2,3,2,2,12.806122448979592,6.31640625,5.078223270440252
1630,1900,90.0,1.0,483.0,1,1,2019,7,21,2,3,1,1,2.4909090909090907,2.806451612903226,3.9402271368798565
900,1005,65.0,1.0,239.0,3,2,2018,3,9,0,0,6,8,3.1911764705882355,5.920634920634921,3.9402271368798565
745,935,290.0,1.0,2077.0,0,2,2018,6,22,0,0,2,5,6.201438848920863,3.2777777777777777,5.078223270440252
1117,1406,169.0,1.0,1056.0,0,2,2018,4,7,0,2,2,9,6.375,10.0,12.312328767123288
2130,2225,55.0,1.0,130.0,1,1,2018,10,28,1,1,3,2,8.521739130434783,10.0,8.24934929724102
1756,1900,64.0,1.0,201.0,3,2,2019,5,22,3,3,6,8,-6.0,1.1374407582938388,8.24934929724102
1030,1246,136.0,1.0,666.0,1,1,2018,7,16,0,2,8,1,13.46875,-0.040169133192389,5.078223270440252
1800,2110,130.0,1.0,733.0,1,1,2019,2,6,3,1,3,9,8.521739130434783,5.653846153846154,8.24934929724102
1500,1749,169.0,1.0,937.0,1,0,2019,5,28,2,3,8,1,12.975961538461538,6.5423728813559325,8.24934929724102
1852,2149,357.0,1.0,2239.0,1,0,2019,12,13,3,1,2,5,7.851851851851852,12.547231270358306,5.078223270440252
1430,1545,75.0,1.0,200.0,1,1,2019,10,17,2,2,8,6,12.975961538461538,5.1256830601092895,12.312328767123288
2025,2340,135.0,1.0,957.0,3,0,2019,11,26,3,1,6,1,3.1911764705882355,11.274809160305344,3.9402271368798565
800,935,95.0,1.0,337.0,0,2,2018,1,15,0,0,7,5,-0.7631578947368421,-3.578125,3.8531746031746033
834,1104,150.0,1.0,988.0,1,0,2018,7,3,0,0,2,2,-1.4615384615384615,48.13333333333333,6.519685039370079
1900,2147,167.0,1.0,937.0,3,1,2018,12,14,3,1,8,1,12.975961538461538,6.5423728813559325,8.24934929724102
555,733,98.0,1.0,373.0,3,2,2019,3,1,0,0,7,5,3.2857142857142856,12.547231270358306,5.078223270440252
2235,2332,57.0,1.0,99.0,0,0,2019,4,27,1,1,2,1,6.201438848920863,1.0,5.078223270440252
800,1624,324.0,1.0,2402.0,3,1,2019,6,2,0,2,7,9,-0.7631578947368421,9.606741573033707,5.078223270440252
511,632,81.0,1.0,257.0,0,0,2018,12,18,0,0,8,1,8.2,0.8445945945945946,5.078223270440252
920,1108,108.0,1.0,444.0,3,0,2019,11,21,0,0,5,5,6.555555555555555,-0.1623931623931624,0.2486865148861646
2010,2127,77.0,1.0,376.0,3,1,2018,12,14,3,1,6,7,4.889952153110048,21.333333333333332,8.24934929724102
2320,543,323.0,1.0,2345.0,0,0,2018,7,21,1,0,7,5,-11.703703703703704,12.547231270358306,0.2486865148861646
532,638,66.0,1.0,185.0,3,1,2019,2,27,0,0,2,1,19.5,0.8445945945945946,5.078223270440252
2025,2144,79.0,1.0,268.0,1,2,2018,12,21,3,1,3,3,8.521739130434783,1.0,5.078223270440252
1310,1719,189.0,1.0,1236.0,0,0,2018,9,17,2,3,6,2,-3.608695652173913,6.31640625,5.078223270440252
1620,1935,135.0,1.0,895.0,0,4,2018,11,9,2,3,5,2,10.992424242424242,8.442477876106194,3.9402271368798565
1920,1935,75.0,1.0,157.0,4,1,2018,3,1,3,3,3,2,-7.0,6.31640625,5.078223270440252
1055,1203,68.0,1.0,255.0,1,0,2018,4,27,0,2,0,3,-36.0,5.432558139534883,3.8531746031746033
815,956,101.0,1.0,550.0,3,1,2018,3,18,0,0,7,5,3.6157205240174672,-0.1623931623931624,0.2486865148861646
2150,2330,160.0,1.0,907.0,1,0,2018,2,13,1,1,2,3,2.3117647058823527,5.432558139534883,3.9402271368798565
2135,27,172.0,1.0,1076.0,1,1,2018,9,10,1,1,8,1,8.6875,11.274809160305344,12.312328767123288
1745,1916,91.0,1.0,331.0,0,0,2018,4,21,3,3,2,9,6.201438848920863,7.032258064516129,5.078223270440252
1735,2000,145.0,1.0,585.0,0,0,2018,12,19,3,3,8,2,8.6875,24.59016393442623,3.8531746031746033
1005,1215,130.0,1.0,526.0,0,0,2019,2,25,0,2,8,1,-5.5,-0.040169133192389,3.8531746031746033
830,1005,95.0,1.0,366.0,0,1,2018,10,17,0,0,8,1,-5.5,0.8445945945945946,5.078223270440252
1249,1534,165.0,1.0,957.0,3,0,2019,4,13,2,2,2,2,20.82941176470588,2.8487394957983194,9.975708502024291
1850,2005,75.0,1.0,295.0,0,1,2019,1,28,3,3,6,8,-6.333333333333333,1.1374407582938388,8.24934929724102
1400,1540,100.0,1.0,337.0,0,2,2018,1,10,2,2,7,5,-0.7631578947368421,5.147465437788019,3.8531746031746033
1412,1554,102.0,1.0,416.0,3,1,2019,12,30,2,2,0,2,-1.0526315789473684,6.31640625,5.078223270440252
1420,1716,296.0,1.0,1874.0,1,2,2019,11,14,2,3,6,5,4.889952153110048,4.6437246963562755,8.24934929724102
610,725,75.0,1.0,228.0,4,2,2018,4,6,0,0,8,9,1.7333333333333334,9.606741573033707,5.078223270440252
1555,1705,70.0,1.0,223.0,0,0,2019,11,12,2,3,5,5,5.15566037735849,-3.242424242424242,3.9402271368798565
1806,2139,153.0,1.0,864.0,3,0,2019,10,13,3,1,3,1,8.521739130434783,2.806451612903226,8.24934929724102
559,707,68.0,1.0,96.0,0,0,2018,8,30,0,0,8,9,8.6875,9.606741573033707,5.078223270440252
1130,1228,58.0,1.0,140.0,0,2,2019,7,23,0,2,6,8,7.569148936170213,-17.0,5.078223270440252
1819,2040,141.0,1.0,760.0,0,0,2018,5,1,3,3,2,9,2.3117647058823527,8.962962962962964,12.312328767123288
1528,1659,91.0,1.0,187.0,1,2,2018,11,27,2,2,9,9,8.71359223300971,8.962962962962964,3.8531746031746033
1412,1643,151.0,1.0,679.0,3,3,2018,12,27,2,2,5,4,10.992424242424242,-7.142857142857143,8.24934929724102
1935,2305,150.0,1.0,1024.0,1,0,2019,1,17,3,1,7,0,3.3659574468085105,7.986149584487535,0.2486865148861646
1555,1653,58.0,1.0,129.0,1,2,2018,8,30,2,2,7,5,3.3659574468085105,-0.1623931623931624,0.2486865148861646
609,945,156.0,1.0,1005.0,3,0,2019,4,23,0,0,3,1,8.521739130434783,6.5423728813559325,8.24934929724102
1946,2249,123.0,1.0,606.0,0,2,2019,7,15,3,1,3,1,8.521739130434783,-0.040169133192389,3.8531746031746033
943,1137,294.0,1.0,2077.0,1,0,2019,8,28,0,0,2,5,6.201438848920863,3.2777777777777777,5.078223270440252
1800,1935,95.0,1.0,356.0,0,0,2018,4,21,3,3,9,9,-1.625,7.032258064516129,3.9402271368798565
825,1140,195.0,1.0,1121.0,3,1,2019,8,25,0,0,9,1,8.71359223300971,6.5423728813559325,9.975708502024291
1029,1153,144.0,1.0,723.0,1,2,2019,6,18,0,0,8,2,1.8,6.31640625,5.078223270440252
1830,1915,105.0,1.0,533.0,0,0,2019,7,11,3,3,0,0,-1.6527777777777777,7.986149584487535,3.9402271368798565
1015,1142,87.0,1.0,280.0,1,1,2018,3,1,0,0,8,6,13.46875,5.1256830601092895,5.078223270440252
1220,1320,60.0,1.0,197.0,0,0,2019,8,3,2,2,5,5,5.15566037735849,11.652173913043478,3.9402271368798565
1948,2125,97.0,1.0,334.0,3,0,2018,9,28,3,1,3,3,8.521739130434783,5.432558139534883,3.8531746031746033
945,1059,74.0,1.0,295.0,1,1,2018,10,2,0,0,6,8,4.889952153110048,-8.333333333333334,8.24934929724102
1254,1735,161.0,1.0,1055.0,0,1,2019,5,2,2,3,5,8,5.15566037735849,5.974789915966387,5.078223270440252
1054,1308,134.0,1.0,846.0,3,1,2018,8,27,0,2,7,5,-2.6315789473684212,-0.1623931623931624,12.312328767123288
648,1001,193.0,1.0,1185.0,1,1,2018,8,11,0,0,9,1,8.71359223300971,0.3163265306122449,12.312328767123288
1220,1452,272.0,1.0,1660.0,0,1,2018,12,22,2,2,6,5,7.569148936170213,4.6437246963562755,5.078223270440252
1955,2207,312.0,1.0,1927.0,3,1,2018,1,16,3,1,3,5,11.366071428571429,4.6437246963562755,3.8531746031746033
1653,1844,171.0,1.0,980.0,0,0,2018,10,22,2,3,2,3,7.851851851851852,5.432558139534883,3.8531746031746033
1756,1900,64.0,1.0,76.0,3,2,2019,2,11,3,3,0,3,-2.2,5.432558139534883,3.8531746031746033
1216,2008,292.0,1.0,2248.0,0,1,2019,12,13,2,3,5,9,5.15566037735849,8.962962962962964,12.312328767123288
2032,2140,68.0,1.0,214.0,0,0,2019,11,13,3,1,2,1,2.3117647058823527,11.666666666666666,3.8531746031746033
2010,2033,83.0,1.0,235.0,0,0,2018,7,30,3,3,3,2,11.366071428571429,6.31640625,3.8531746031746033
645,908,83.0,1.0,355.0,1,1,2018,11,30,0,0,7,0,-2.6315789473684212,9.221276595744682,5.078223270440252
1656,2005,189.0,1.0,1065.0,1,1,2019,4,15,2,3,8,1,12.975961538461538,11.274809160305344,12.312328767123288
1745,2018,93.0,1.0,488.0,1,1,2019,5,9,3,3,6,1,7.386666666666667,0.3163265306122449,9.975708502024291
600,723,83.0,1.0,277.0,1,1,2018,9,27,0,0,8,9,8.2,11.220095693779903,8.24934929724102
930,1122,112.0,1.0,547.0,0,0,2019,4,3,0,0,2,1,6.201438848920863,12.125,5.078223270440252
706,840,94.0,1.0,404.0,1,2,2018,10,4,0,0,3,9,6.1525423728813555,11.220095693779903,8.24934929724102
815,1033,138.0,1.0,541.0,1,2,2019,2,7,0,0,8,1,4.371621621621622,0.8445945945945946,5.078223270440252
1133,1348,195.0,1.0,1124.0,3,1,2019,11,17,0,2,9,3,8.71359223300971,5.432558139534883,3.8531746031746033
850,1002,72.0,1.0,282.0,0,0,2019,4,28,0,0,6,8,7.569148936170213,-6.0,5.078223270440252
1531,1726,175.0,1.0,1206.0,1,2,2019,6,6,2,3,2,3,87.14285714285714,8.9,6.519685039370079
1719,1820,121.0,1.0,576.0,0,1,2018,5,15,3,3,0,0,-7.2,7.986149584487535,8.24934929724102
2033,2209,96.0,1.0,447.0,3,2,2019,9,27,3,1,7,5,3.6157205240174672,3.2777777777777777,8.24934929724102
2035,2357,142.0,1.0,735.0,3,3,2018,12,6,3,1,0,9,4.353191489361702,2.7941176470588234,3.8531746031746033
1400,1730,150.0,1.0,888.0,0,2,2018,10,1,2,3,0,9,6.101010101010101,5.653846153846154,5.078223270440252
2135,2226,51.0,1.0,93.0,3,1,2018,12,19,1,1,7,5,3.3659574468085105,-3.5,0.2486865148861646
1810,2110,180.0,1.0,1065.0,1,0,2018,10,29,3,1,8,1,12.975961538461538,11.274809160305344,8.24934929724102
1427,1611,224.0,1.0,1464.0,0,2,2019,9,4,2,2,6,5,7.569148936170213,5.147465437788019,5.078223270440252
1308,1343,95.0,1.0,411.0,0,1,2018,7,19,2,2,3,3,-5.222222222222222,5.432558139534883,3.8531746031746033
2150,4,134.0,1.0,805.0,0,1,2018,2,22,1,1,2,9,3.2672413793103448,15.789473684210526,12.312328767123288
1504,1727,203.0,1.0,1217.0,0,0,2018,7,28,2,3,8,8,0.2987012987012987,5.974789915966387,5.078223270440252
1940,2045,65.0,1.0,196.0,1,2,2019,3,12,3,3,0,3,4.353191489361702,-5.461538461538462,3.8531746031746033
1420,1525,65.0,1.0,76.0,2,3,2019,2,6,2,2,0,3,4.353191489361702,1.0,3.8531746031746033
600,803,123.0,1.0,642.0,3,1,2019,1,24,0,0,1,9,11.441176470588236,11.220095693779903,8.24934929724102
1055,1458,183.0,1.0,1212.0,0,0,2019,5,19,0,2,6,9,7.569148936170213,2.810810810810811,5.078223270440252
920,1040,80.0,1.0,129.0,1,2,2018,8,27,0,0,7,5,-1.7083333333333333,4.6437246963562755,3.8531746031746033
1600,1728,88.0,1.0,411.0,0,0,2018,3,18,2,3,3,9,2.140625,7.032258064516129,3.8531746031746033
1931,2100,89.0,1.0,469.0,0,1,2019,6,25,3,1,6,8,7.569148936170213,9.4,5.078223270440252
1700,1847,107.0,1.0,399.0,1,1,2019,11,18,3,3,9,9,8.71359223300971,7.032258064516129,5.078223270440252
825,1020,175.0,1.0,867.0,0,2,2018,12,20,0,0,9,2,8.71359223300971,6.31640625,8.24934929724102
830,1125,175.0,1.0,1068.0,1,0,2018,9,26,0,0,8,1,12.975961538461538,3.1363636363636362,8.24934929724102
1015,1250,275.0,1.0,1735.0,2,0,2019,11,11,0,2,0,5,6.101010101010101,5.147465437788019,3.9402271368798565
1040,1530,170.0,1.0,1123.0,0,2,2018,3,14,0,2,5,2,10.992424242424242,2.8487394957983194,3.9402271368798565
620,741,81.0,1.0,335.0,1,1,2018,3,12,0,0,2,1,9.53191489361702,-0.5096153846153846,5.078223270440252
1535,1705,90.0,1.0,343.0,1,1,2019,8,7,2,3,9,9,8.71359223300971,12.6875,5.078223270440252
700,834,94.0,1.0,397.0,0,2,2019,9,28,0,0,5,5,5.15566037735849,5.391891891891892,9.975708502024291
600,856,176.0,1.0,1197.0,1,1,2018,9,6,0,0,2,6,6.375,5.1256830601092895,12.312328767123288
931,1114,103.0,1.0,493.0,1,0,2019,10,17,0,0,5,0,-3.074829931972789,-0.15384615384615385,3.8531746031746033
1135,1415,160.0,1.0,954.0,1,0,2018,5,8,0,2,7,5,3.3659574468085105,12.547231270358306,3.8531746031746033
1105,1140,95.0,1.0,413.0,3,1,2018,4,12,0,0,8,2,-5.5,6.31640625,8.24934929724102
1700,1812,72.0,1.0,216.0,3,3,2019,1,15,3,3,5,0,-3.074829931972789,-0.8571428571428571,3.8531746031746033
1645,1804,79.0,1.0,308.0,0,1,2019,4,2,2,3,7,5,-0.7631578947368421,3.8076923076923075,5.078223270440252
1515,1658,103.0,1.0,416.0,1,1,2018,5,27,2,2,2,1,53.0,0.8445945945945946,5.078223270440252
1739,1938,239.0,1.0,1492.0,1,2,2019,5,10,3,3,8,0,1.7333333333333334,7.986149584487535,16.312883435582823
1825,1845,140.0,1.0,833.0,1,0,2019,9,22,3,3,6,0,6.2727272727272725,9.221276595744682,3.9402271368798565
1123,1414,171.0,1.0,1005.0,1,1,2019,7,8,0,2,2,9,12.806122448979592,8.962962962962964,12.312328767123288
729,838,69.0,1.0,200.0,3,0,2019,12,6,0,0,8,6,12.975961538461538,5.1256830601092895,8.24934929724102
1713,2048,155.0,1.0,1090.0,0,0,2019,2,21,3,3,0,1,4.0,-3.7142857142857144,6.519685039370079
1900,2036,156.0,1.0,916.0,0,0,2019,11,3,3,3,5,5,10.992424242424242,4.7,8.24934929724102
740,919,99.0,1.0,449.0,3,2,2018,5,5,0,0,2,9,6.201438848920863,9.606741573033707,5.078223270440252
900,1230,390.0,1.0,2422.0,0,0,2019,1,15,0,2,8,5,4.371621621621622,4.6437246963562755,0.2486865148861646
1136,1935,299.0,1.0,2248.0,0,2,2018,3,9,0,3,5,9,5.15566037735849,8.962962962962964,12.312328767123288
1110,1210,120.0,1.0,501.0,4,1,2019,1,16,0,2,5,5,-3.074829931972789,-5.833333333333333,3.8531746031746033
950,1021,91.0,1.0,435.0,0,0,2018,8,8,0,0,6,0,7.569148936170213,39.75,5.078223270440252
823,940,77.0,1.0,300.0,1,2,2018,11,8,0,0,2,1,2.3117647058823527,2.5,3.8531746031746033
1750,2054,124.0,1.0,606.0,2,0,2019,1,25,3,3,3,1,8.521739130434783,-0.040169133192389,8.24934929724102
2045,2245,120.0,1.0,651.0,0,2,2018,10,10,3,1,5,5,3.3743589743589744,5.147465437788019,3.9402271368798565
1830,1935,65.0,1.0,188.0,0,0,2019,1,3,3,3,5,5,6.555555555555555,3.8076923076923075,0.2486865148861646
1855,2116,141.0,1.0,642.0,1,1,2019,4,8,3,1,8,7,12.975961538461538,-5.075,8.24934929724102
1615,1731,76.0,1.0,196.0,1,1,2019,11,30,2,3,3,3,8.521739130434783,-4.615384615384615,8.24934929724102
1515,2232,257.0,1.0,1947.0,0,2,2019,9,19,2,1,7,1,-0.7631578947368421,-0.040169133192389,3.8531746031746033
1225,1345,80.0,1.0,284.0,3,2,2018,4,18,2,2,8,6,12.975961538461538,9.363636363636363,8.24934929724102
1725,2030,365.0,1.0,2442.0,3,0,2019,10,1,3,3,8,5,3.246987951807229,5.147465437788019,0.2486865148861646
1354,1702,188.0,1.0,1211.0,1,2,2019,7,18,2,3,2,6,3.2672413793103448,38.0,12.312328767123288
1536,2358,322.0,1.0,2611.0,0,2,2019,1,21,2,1,7,6,-0.7631578947368421,5.1256830601092895,5.078223270440252
1500,1827,207.0,1.0,1197.0,1,2,2018,12,28,2,3,9,1,8.71359223300971,10.2,12.312328767123288
1447,1542,115.0,1.0,592.0,0,2,2019,9,28,2,2,6,0,7.569148936170213,-5.066666666666666,5.078223270440252
1805,2122,137.0,1.0,738.0,0,0,2018,7,7,3,1,3,9,8.521739130434783,10.0,8.24934929724102
1750,2016,86.0,1.0,286.0,0,0,2018,8,13,3,3,3,7,8.521739130434783,-5.075,8.24934929724102
603,1051,228.0,1.0,1533.0,4,1,2018,1,17,0,0,7,5,-3.7142857142857144,4.6437246963562755,0.2486865148861646
950,1317,147.0,1.0,888.0,0,2,2018,1,23,0,2,5,2,10.992424242424242,6.31640625,8.24934929724102
1758,2019,141.0,1.0,645.0,3,0,2019,1,10,3,3,3,1,-5.375,-0.040169133192389,3.8531746031746033
1647,1825,98.0,1.0,447.0,3,0,2019,3,19,2,3,3,1,2.0307692307692307,-0.040169133192389,3.8531746031746033
530,845,135.0,1.0,862.0,2,0,2018,12,3,0,0,5,8,10.992424242424242,1.1374407582938388,8.24934929724102
716,1057,161.0,1.0,1021.0,3,0,2019,12,21,0,0,6,2,7.569148936170213,6.126984126984127,5.078223270440252
605,857,112.0,1.0,610.0,0,1,2019,9,27,0,0,1,2,1.411764705882353,2.8487394957983194,3.8531746031746033
1420,1524,64.0,1.0,190.0,1,2,2018,10,2,2,2,0,2,4.353191489361702,-18.0,3.8531746031746033
1447,2258,311.0,1.0,2398.0,0,0,2019,3,21,2,1,7,5,-2.4029850746268657,5.147465437788019,8.24934929724102
1755,2140,165.0,1.0,1011.0,3,1,2019,12,14,3,1,3,1,8.521739130434783,0.3163265306122449,8.24934929724102
1616,1931,195.0,1.0,1010.0,3,0,2019,2,23,2,3,8,1,8.6875,0.3163265306122449,3.8531746031746033
955,1147,112.0,1.0,554.0,1,1,2018,6,27,0,0,2,2,2.3117647058823527,6.126984126984127,3.8531746031746033
1507,1522,75.0,1.0,214.0,1,1,2018,7,15,2,2,2,7,2.3117647058823527,5.515463917525773,3.8531746031746033
2230,2330,60.0,1.0,227.0,0,0,2019,5,14,1,1,6,8,7.569148936170213,-9.0,5.078223270440252
1535,1815,100.0,1.0,580.0,0,1,2018,11,3,2,3,5,8,3.342857142857143,5.920634920634921,3.9402271368798565
1445,1709,84.0,1.0,311.0,1,2,2019,9,23,2,3,3,2,4.7272727272727275,2.8487394957983194,3.8531746031746033
1531,1928,177.0,1.0,1208.0,1,0,2019,1,2,2,3,7,0,-3.5,-11.666666666666666,6.519685039370079
1730,1848,78.0,1.0,222.0,1,1,2019,5,8,3,3,3,2,-22.0,6.31640625,8.24934929724102
1015,1335,140.0,1.0,931.0,3,1,2019,10,27,0,2,0,9,4.353191489361702,7.032258064516129,3.8531746031746033
1520,1640,80.0,1.0,302.0,0,0,2019,11,16,2,2,6,8,7.386666666666667,0.85,3.9402271368798565
830,924,114.0,1.0,532.0,0,0,2018,6,25,0,0,5,5,-3.074829931972789,5.391891891891892,3.8531746031746033
1315,1530,75.0,1.0,264.0,3,1,2018,9,24,2,2,3,2,8.521739130434783,24.59016393442623,5.078223270440252
540,905,145.0,1.0,994.0,0,1,2018,3,7,0,0,6,1,6.6125,6.5423728813559325,3.9402271368798565
1430,1716,106.0,1.0,526.0,0,0,2018,12,17,2,3,1,1,-3.8,0.8445945945945946,5.078223270440252
1345,1523,98.0,1.0,391.0,0,0,2019,6,6,2,2,5,0,10.992424242424242,-2.1129943502824857,8.24934929724102
1755,2113,198.0,1.0,1096.0,1,0,2018,10,27,3,1,8,1,8.6875,-0.5096153846153846,5.078223270440252
1200,1309,69.0,1.0,145.0,1,1,2019,6,20,2,2,2,1,-15.0,-0.040169133192389,3.8531746031746033
1100,1305,65.0,1.0,134.0,1,1,2018,7,14,0,2,1,1,-3.32,-0.040169133192389,3.8531746031746033
1159,1500,181.0,1.0,1035.0,1,2,2018,1,29,0,2,2,9,6.375,5.653846153846154,3.8531746031746033
2005,2220,75.0,1.0,338.0,0,1,2019,11,19,3,1,7,0,1.3088235294117647,9.221276595744682,3.9402271368798565
1745,1935,170.0,1.0,986.0,0,2,2019,10,9,3,3,3,8,11.366071428571429,5.974789915966387,3.8531746031746033
740,841,61.0,1.0,125.0,0,0,2019,3,31,0,0,5,0,7.538461538461538,7.986149584487535,8.24934929724102
946,1113,207.0,1.0,1346.0,1,0,2019,9,22,0,0,6,5,4.889952153110048,5.229166666666667,8.24934929724102
1942,2109,87.0,1.0,369.0,0,0,2018,12,10,3,1,8,6,0.2987012987012987,5.1256830601092895,9.975708502024291
725,939,254.0,1.0,1589.0,3,0,2019,9,2,0,0,0,5,4.353191489361702,5.147465437788019,8.24934929724102
625,840,255.0,1.0,1660.0,1,0,2018,7,29,0,0,6,5,7.569148936170213,4.6437246963562755,0.2486865148861646
1923,2307,164.0,1.0,1075.0,1,0,2018,8,10,3,1,6,2,4.889952153110048,2.8487394957983194,9.975708502024291
830,1000,150.0,1.0,849.0,0,1,2019,10,15,0,0,2,8,20.82941176470588,0.85,3.9402271368798565
510,701,111.0,1.0,466.0,3,0,2019,11,13,0,0,3,1,-3.6666666666666665,0.8445945945945946,5.078223270440252
1115,1409,174.0,1.0,1107.0,3,0,2019,7,11,0,2,7,0,3.3659574468085105,9.221276595744682,3.8531746031746033
1130,1650,200.0,1.0,1497.0,0,2,2018,11,5,0,2,7,8,0.6896551724137931,3.0833333333333335,3.9402271368798565
1220,1815,235.0,1.0,1626.0,0,1,2019,6,30,2,3,7,8,-1.7083333333333333,5.920634920634921,0.2486865148861646
1544,1705,81.0,1.0,335.0,3,2,2019,1,1,2,3,2,2,6.201438848920863,24.59016393442623,5.078223270440252
1230,1350,80.0,1.0,326.0,1,1,2018,11,22,2,2,7,5,-3.3,5.147465437788019,3.9402271368798565
55,441,166.0,1.0,1024.0,0,1,2018,8,18,1,1,7,0,3.3659574468085105,7.986149584487535,16.312883435582823
835,1022,107.0,1.0,508.0,1,0,2019,3,20,0,0,3,1,11.366071428571429,-9.125,3.8531746031746033
1640,1735,175.0,1.0,1226.0,0,2,2018,7,18,2,3,6,5,6.6125,0.3,12.312328767123288
1813,2025,132.0,1.0,693.0,0,0,2019,9,5,3,3,6,2,6.2727272727272725,6.31640625,8.24934929724102
1650,1810,80.0,1.0,462.0,0,2,2018,1,23,2,3,6,3,6.2727272727272725,8.241379310344827,3.9402271368798565
630,940,130.0,1.0,733.0,1,0,2019,3,13,0,0,3,9,8.521739130434783,5.653846153846154,5.078223270440252
715,840,85.0,1.0,310.0,0,1,2019,5,20,0,0,8,2,3.246987951807229,6.126984126984127,8.24934929724102
1233,1345,72.0,1.0,247.0,1,2,2018,2,16,2,2,6,8,3.1911764705882355,5.974789915966387,5.078223270440252
800,1015,255.0,1.0,1618.0,1,0,2018,2,11,0,0,1,0,-3.32,2.7577092511013217,3.9402271368798565
1920,2050,90.0,1.0,476.0,1,0,2018,10,5,3,3,3,6,6.1525423728813555,13.5,3.8531746031746033
1730,1854,84.0,1.0,239.0,1,1,2018,12,31,3,3,8,1,22.07547169811321,14.5,8.24934929724102
801,1013,132.0,1.0,549.0,3,3,2018,2,6,0,0,8,2,8.6875,12.64,5.078223270440252
1053,1351,238.0,1.0,1533.0,1,0,2019,4,11,0,2,7,5,3.3659574468085105,16.625,3.8531746031746033
1845,2035,110.0,1.0,489.0,1,1,2019,8,20,3,3,2,8,-6.176470588235294,1.1374407582938388,8.24934929724102
1140,1502,142.0,1.0,862.0,0,0,2019,9,2,0,2,7,0,-0.7631578947368421,7.986149584487535,8.24934929724102
939,1103,84.0,1.0,363.0,0,2,2018,2,9,0,0,2,9,2.3117647058823527,10.166666666666666,3.8531746031746033
1212,1630,198.0,1.0,1448.0,1,2,2018,5,29,2,2,7,5,-11.703703703703704,4.6437246963562755,0.2486865148861646
1035,1649,254.0,1.0,1911.0,3,0,2018,10,27,0,2,7,8,3.6157205240174672,-2.0694444444444446,0.2486865148861646
1621,1810,109.0,1.0,598.0,3,0,2019,9,28,2,3,7,0,11.5,9.221276595744682,5.078223270440252
1659,2307,248.0,1.0,1846.0,0,2,2019,11,24,2,1,7,2,3.6157205240174672,6.31640625,8.24934929724102
1000,1125,85.0,1.0,417.0,1,1,2019,12,3,0,0,7,5,2.0987654320987654,3.2777777777777777,3.9402271368798565
644,925,161.0,1.0,977.0,0,3,2018,2,4,0,0,6,2,6.6125,6.31640625,8.24934929724102
700,918,138.0,1.0,666.0,3,1,2019,1,2,0,0,8,1,13.46875,-0.040169133192389,3.8531746031746033
1110,1220,70.0,1.0,319.0,0,0,2019,6,14,0,2,6,8,0.5,5.920634920634921,3.9402271368798565
1335,1500,85.0,1.0,358.0,0,0,2019,11,17,2,2,7,5,-3.3,5.391891891891892,3.9402271368798565
1755,2057,122.0,1.0,696.0,1,0,2018,4,2,3,3,6,1,3.1911764705882355,-0.040169133192389,3.8531746031746033
1020,1203,103.0,1.0,416.0,1,2,2019,5,11,0,2,3,3,8.521739130434783,4.414634146341464,8.24934929724102
1206,1315,129.0,1.0,651.0,1,0,2018,5,10,2,2,3,3,11.366071428571429,4.414634146341464,3.8531746031746033
605,815,130.0,1.0,696.0,4,0,2019,3,12,0,0,7,5,3.3659574468085105,3.8076923076923075,3.9402271368798565
